mean_RCQ,mean_RD,mean_WSP,mean_SQ,skill_diversity,skill_coverage
0.29123069732760687,0.7722396033170242,0.6056854223168097,0.9626446483049886,0.8513522004366318,0.8743889575628971
7.729226025853693e-07,0.021094469240835887,0.10114866412632505,1.0059500432807797e-06,0.02007531115877092,0.034858692297357455
0.2243717739450585,0.08802778007971081,0.4971412702713085,0.7612302591076978,0.3618461813675157,0.12791025110954654
1.049495389344767e-07,0.8089719197034193,0.48406855146312766,0.015274428811328957,0.20744568485990886,0.14373991698683336
1.519792286885508e-13,3.268442991210714e-05,0.011592191937269158,0.006674222294654767,3.418647547665819e-05,0.04691500033449537
2.2649576359202826e-07,0.013978267440172058,0.10035218961365173,6.951665011662826e-05,4.817419598589009e-05,0.0008426561976278626
8.641312685164007e-19,5.328877218823622e-15,0.8662651191417043,0.06999290337528978,0.00160964285696989,0.26897020700188684
1.0820624208514812e-05,2.170857565125872e-06,0.0012219632086204215,0.5449101703047242,0.0011246791151039342,0.04203562621615952
1.626588979991413e-05,0.13759014998810937,0.21175596697613314,0.6487835216254334,0.0403732836886544,0.03570267757777785
0.00018072754607081443,0.019219302601482493,0.27123325417560296,0.21719394788770657,0.005188971272870747,0.008019254243470483
1.1807688848111893e-14,0.0823158892113928,0.9431698213938959,0.007325890952432328,0.007531541972362593,0.09608915628084287
3.3476175714304405e-11,0.03646915319233432,0.0008164105870894784,0.8441803939618695,0.002264017668291243,0.005341271606409271
2.590001487324082e-11,9.127149044592513e-07,0.15906524058146546,0.8658125337440106,0.010476946377537993,0.7352870548233463
5.125011659622145e-16,9.66566028524968e-05,2.0343175326042067e-05,0.008264354601914594,0.00012783985069681638,0.014774720834642131
1.1447404762934283e-12,0.11721102733038023,0.0011814755662332191,0.01811942956241583,0.11105246024035621,0.9036122316252518
1.0,1.0,1.0,1.0,1.0,1.0
6.126866317813435e-11,0.8738562120459564,0.8748924473319124,0.4947468110673683,0.07491250723762823,0.0029117268062972394
0.06952809996481661,0.5370593119153901,0.4134448747913332,0.0012567973257314685,0.5040128122550411,0.11966938376944887
7.874360899055351e-26,7.308168861512908e-05,0.044508442408181595,3.213499613148382e-06,2.2587170736482879e-07,7.729276885876657e-06
2.8606481911597585e-10,0.006677731280835218,0.002204184349188276,0.3428570719497003,0.03917219422124275,0.12015349136167758
0.6248635199714802,0.2785379319613525,0.986336408153655,0.10560860175450464,0.6203697172280905,0.49463690854634246
2.1574279478671683e-06,0.43029991186967653,0.0973802244662245,0.05775222403387137,0.10853186174272333,0.2557934145299699
3.753948175190885e-07,0.13439844862846917,0.27232750888187923,0.535015474677625,0.3195089417312801,0.15883648313649013
0.8702981314959994,0.910160969669271,0.9846335639020138,0.05732626817964318,0.6966469365559422,0.9267604887978269
8.421213670586546e-12,0.015345044985591435,0.2148836440585095,7.140969910385628e-06,0.0025458083079710958,0.00010087179036437169
1.0,1.0,1.0,1.0,1.0,1.0
0.5438675764933902,0.008252255527480589,0.44848391480130056,0.6442413132895779,0.9685856439585651,0.7300776192398969
0.8936583287329335,0.6727083621910921,0.09707827998543449,0.029867958479341622,0.7164018200979407,0.46061889018598046
0.41107454402304855,0.02472201247788247,0.49716385394505014,0.5374610901639268,0.41980829764132455,0.5230171632946101
0.0031108979962355156,0.0043450743520819166,0.4962168061538643,0.4436577580632528,0.005137118952762399,0.008925516178646847
0.08765894231798627,0.0759192479390697,0.8659299271382608,0.5325897017254968,0.521917782992865,0.35863117904102026
6.046041865099384e-11,3.767671335101653e-08,0.0006870416240338152,0.8630196806024386,0.004969337048664371,0.05363483495225378
0.001140070689548543,0.9546480908018411,0.02685388937399931,0.9559414650800584,0.9824291173786346,0.5045125001519822
1.0125553556913935e-17,1.439679257882581e-10,0.13072497674617078,0.00036272867190164726,0.0007038856064369646,0.0004949585513136012
3.310823646828574e-12,6.634106664291568e-08,0.2654770344269035,0.3887974017278677,0.05272355782165878,0.4793513017455383
4.1732293824300975e-08,0.017585883244403994,1.628331289009409e-10,0.0036609412270741304,0.006544098203757704,0.0011534994549123301
0.428747844297638,0.40796953618824094,0.6060582420901648,0.41220309725980064,0.34468893800312517,0.08277839153553374
5.406012838695434e-26,0.07143946983299812,3.8106273202632283e-07,0.0077585388346462425,1.2809988604603442e-05,1.1482387358526248e-05
0.7001365837340098,0.6370936931823896,0.40829085967627055,0.35312759085513745,0.9134128257064897,0.29893560036721234
0.7911938314729374,0.3605376767797651,0.5569295550629039,0.08168637018875284,0.7483869336643677,0.8177209338785608
5.39872461677202e-05,0.740698870124035,0.4265190483954777,0.5885887614794991,0.22878751651458776,0.8371788361055181
2.855328901808727e-17,0.75658492274832,0.29578260193269784,0.3641692643241834,0.005293788342278013,0.48183200223510425
1.403084223043986e-24,7.301080084855945e-09,0.19764390398299256,9.491999419045409e-06,0.0010144008846947308,1.2086897842029355e-05
0.6616107465240415,0.5011599525923066,0.38260674110863724,0.9825818296180482,0.6267127833988437,0.7781732367743173
4.61762452981043e-21,5.161938238487086e-06,0.8501901952679443,4.0778462851719914e-17,8.81658260081913e-11,4.1529004112052186e-10
0.9056070921108598,0.045812112692339556,0.5388125845171194,0.8211511426067719,0.6420483719759891,0.9461553468931367
0.4734372355907702,0.41445206428531056,0.6069508419925886,0.8635217432846825,0.9414599885123539,0.9461542379076567
0.8480675464081426,0.44790570969464083,0.2291088067395481,0.6484268776908311,0.383962777919289,0.8195986525304134
4.936503642183046e-06,0.6100895179068706,0.2368563873210535,0.06103356898022708,0.04395022158345681,0.9760220517327878
0.2645553354909963,0.04084370421395679,0.6948952560770918,0.16542617260993756,0.6060640624653164,0.9450831220260529
0.0005709147998421189,2.5044922849615623e-06,0.7322745627690193,0.6780344365608832,0.11821586116368885,0.6973453862472911
1.0,1.0,1.0,1.0,1.0,1.0
4.453665150226389e-12,0.03662639369174949,4.1964532244394375e-12,0.00025910823746300306,0.0002963497945387462,0.00017749762913188234
0.0002885849433248501,0.0005724616002655529,0.026127662991300617,0.049053131695433676,0.08914753761823195,0.1514579478646448
4.5738711530541605e-09,1.255077745158266e-10,7.4248632883873815e-09,0.00021974264637275188,0.00015570594191066826,0.0007591236664871331
2.5310267675224994e-12,0.030505095213516752,4.675238403170503e-12,0.026235406434195592,0.05573049650093747,0.003272364269280804
5.1508524035653314e-09,5.214235443048328e-05,0.12459713782228721,0.4303494518120191,0.19787578299835817,0.610177119981107
0.9242593817048315,0.652090148156445,0.6781706717777842,0.9620403794994626,0.3096485357381552,0.1457017953894637
2.7972422210401247e-11,0.21525934449684578,0.6009693938054379,0.9605979123283854,2.6808681670109585e-05,0.16787544913832098
5.740469324609151e-18,0.1806320181873617,1.811901820673843e-05,0.008007582700375118,2.3700130281065328e-05,0.007376112184904409
0.7343441557734697,0.6590360941227955,0.13718802523673543,0.3005512433889131,0.4397728597611966,0.6903374690646304
2.334479578933158e-10,0.0002477828287092149,0.002496388538644143,0.000941550525771902,0.0008002093278690718,0.008665345118001109
0.002327771926823597,0.00832492590229995,0.17200187819092785,0.0014158041659963472,0.18471632357830906,0.01981643917418916
5.273431636135547e-16,0.21755690402172284,0.26208535102600516,0.9006909048242671,0.00022601792204783719,0.011983956227770928
2.3555580944459403e-09,0.004817392582477563,0.13071011783980807,0.027310097101529034,0.19370737552407125,0.6893256671710368
2.04009410205885e-14,1.8107565876219185e-06,0.13008931672062457,0.001584251856329056,9.28621887360769e-05,0.046353749868448244
9.429141168158702e-05,0.002865845320228476,0.027071059885708307,0.0018670314361796875,0.5756375947668686,0.652686446613667
1.6324095752615275e-22,2.575622589337721e-06,5.801000610397403e-05,9.066613644030884e-06,0.008800620748125038,0.0029906137783405617
0.00033297069052183717,0.49801506783964855,0.6635706894743829,0.21259660317806567,0.790825911172146,0.5884738496673836
0.06770507429819372,0.03144779510446607,0.5183754152865229,0.24681252767496684,0.6996210697913934,0.7494699119402299
0.3805428839302284,0.8900505926529381,0.6545502591920563,0.5287556653814665,0.7932575034819569,0.8743894714621064
0.011982899403828363,0.31194750645738045,0.808343154650623,0.00010943786785633529,0.2676465751866244,0.033337936227781605
0.0019434846025481068,0.7033435679847886,0.8494001238230456,0.6675475836748247,0.9727690395077837,0.6544653226623156
0.12545135874125848,0.8111612351157307,0.3471692063206383,0.3359191459951908,0.3643781041232782,0.8223861761041149
5.0407568072741074e-17,6.275940589458822e-08,0.13737279086418433,0.1830454325224959,0.0050527108337192475,0.01850649674485083
1.8312190670317878e-10,0.22953841881347753,0.1850552870110614,0.2427593980836347,0.2005753541205894,0.6562015009759201
0.00021836927011995288,0.003885596133199868,0.2550477877973533,0.00018760770225305988,0.12512913042235685,0.989565508460715
0.001039361397752245,0.4421372068208662,0.01192065561942712,0.5979723513084326,0.14861829422035708,0.8634051275164836
4.0635858685350286e-18,0.004565053087851651,0.06140714579958448,0.07421019188082523,0.003632026383259762,0.004294645412708009
1.408926672677379e-20,0.0008525092912313832,0.00012029845877961667,0.011617231355570665,0.0013414753258803346,0.0006880929711586756
0.13581398789158375,0.6123766027680668,0.1962199197046154,0.2652273917418489,0.24009227158300975,0.81960157824231
5.042138569059447e-10,0.004274106228113544,0.0003638597631506171,0.005579381878006424,0.02841688102321716,0.060431462069886664
8.436214615376615e-12,0.0022756813744051383,0.08538500590455912,0.04320402220123139,0.30326069614383044,9.357956186072795e-07
0.2387767503256553,0.7256386833498412,0.771018832200288,0.3946804025533194,0.11370271594839446,0.015269784356270858
4.826997917685797e-10,0.0005467085723236935,0.05096623026418832,0.001080934385748346,0.0016463989496119148,1.4288105860516589e-05
0.0001246932625182251,0.9104077684389624,0.3654082723068953,0.699844412457279,0.008644067166488254,0.8097162195731213
1.6213808239573446e-08,0.6037447572702295,0.49480905303474887,2.0906803939053756e-08,0.0014809662686841793,4.997035776306016e-06
1.0908727521168738e-11,1.9088617309351235e-06,0.00035966172794239516,0.1692605452330623,0.001388261996825688,0.11520043218743868
